raw_tag,canonical_id,brick_class,equipment_type,equipment_id,point_role,subsystem,zone_id,unit,param_key,description
HqFloor1Z2OccupancyCount,HqFloor1Z2OccupancyCount,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_2,count,none,Standard Occupancy_Sensor point for Building_Main in zone_2
DatacenterWestChlr1ChwRetT,DatacenterWestChlr1ChwRetT,Chilled_Water_Return_Temperature_Sensor,Chiller,Chiller_1,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Return_Temperature_Sensor point for Chiller_1 in unassigned
HospitalMainZone3AirTempSp,HospitalMainZone3AirTempSp,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_3,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_3
HQ BLDG TOTAL PWR KW,HQ BLDG TOTAL PWR KW,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
Hospital.Main.Main.Mtr.Kw,Hospital.Main.Main.Mtr.Kw,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
Facility.A.Chlr2.Setpoint,Facility.A.Chlr2.Setpoint,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_2,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_2 in unassigned
FacilityAAhu3SupplyTemp,FacilityAAhu3SupplyTemp,Supply_Air_Temperature_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Sensor point for Building_Main in unassigned
facility_a_south_cm_param,facility_a_south_cm_param,Thermal_Capacitance_Mass_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_3,kJ/K,C_m,Standard Thermal_Capacitance_Mass_Parameter point for Building_Main in zone_3
CAMPUS/ENG/CORE/RH/SENS,CAMPUS/ENG/CORE/RH/SENS,Relative_Humidity_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_1,%,none,Standard Relative_Humidity_Sensor point for Building_Main in zone_1
CAMPUS.ENG.Z04.AREA.SQM,CAMPUS.ENG.Z04.AREA.SQM,Floor_Area_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_4,m2,floor_area_sqm,Standard Floor_Area_Parameter point for Building_Main in zone_4
hospital-main-ahu3-sat,hospital-main-ahu3-sat,Supply_Air_Temperature_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Sensor point for Building_Main in unassigned
Bldg1Floor1Z2RoomTemp,Bldg1Floor1Z2RoomTemp,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_2,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_2
DATACENTER/WEST/VAV/Z2/AIR/FLOW,DATACENTER/WEST/VAV/Z2/AIR/FLOW,Air_Flow_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_2,m3/s,none,Standard Air_Flow_Sensor point for Building_Main in zone_2
FacilityAAhu3FanStat,FacilityAAhu3FanStat,Fan_Status,Air_Handling_Unit,Building_Main,status,hvac,unassigned,unknown,none,Standard Fan_Status point for Building_Main in unassigned
HQ_CHLR2_CHW_STPT,HQ_CHLR2_CHW_STPT,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_2,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_2 in unassigned
Campus_Eng_Ahu1_Fan_Stat,Campus_Eng_Ahu1_Fan_Stat,Fan_Status,Air_Handling_Unit,Building_Main,status,hvac,unassigned,unknown,none,Standard Fan_Status point for Building_Main in unassigned
HospitalMainWestRat,HospitalMainWestRat,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_5,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_5
CAMPUS/ENG/AHU1/FLTR/DP,CAMPUS/ENG/AHU1/FLTR/DP,Filter_Differential_Pressure_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,kPa,none,Standard Filter_Differential_Pressure_Sensor point for Building_Main in unassigned
BLDG1/MAIN/MTR/KW,BLDG1/MAIN/MTR/KW,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
FACILITY_A_FLOOR1_Z4_AREA_SQM,FACILITY_A_FLOOR1_Z4_AREA_SQM,Floor_Area_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_4,m2,floor_area_sqm,Standard Floor_Area_Parameter point for Building_Main in zone_4
datacenter west chlr2 power kw,datacenter west chlr2 power kw,Electric_Power_Sensor,Chiller,Chiller_2,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_2 in unassigned
CampusEngMainMtrKw,CampusEngMainMtrKw,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
CampusEngChlr1ChwSupT,CampusEngChlr1ChwSupT,Chilled_Water_Supply_Temperature_Sensor,Chiller,Chiller_1,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Sensor point for Chiller_1 in unassigned
hq-vav-zn1-air-flow,hq-vav-zn1-air-flow,Air_Flow_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_1,m3/s,none,Standard Air_Flow_Sensor point for Building_Main in zone_1
hospital main zn3 co2 ppm,hospital main zn3 co2 ppm,CO2_Level_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_3,ppm,none,Standard CO2_Level_Sensor point for Building_Main in zone_3
campus_eng_z1_cz_param,campus_eng_z1_cz_param,Thermal_Capacitance_Air_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_1,kJ/K,C_z,Standard Thermal_Capacitance_Air_Parameter point for Building_Main in zone_1
Bldg1Chlr2ChwStpt,Bldg1Chlr2ChwStpt,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_2,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_2 in unassigned
HQ AHU2 SAT SP,HQ AHU2 SAT SP,Supply_Air_Temperature_Setpoint,Air_Handling_Unit,Building_Main,setpoint,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Setpoint point for Building_Main in unassigned
HqZ04Stpt,HqZ04Stpt,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_4,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_4
FACILITY_A_Z1_CM_PARAM,FACILITY_A_Z1_CM_PARAM,Thermal_Capacitance_Mass_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_1,kJ/K,C_m,Standard Thermal_Capacitance_Mass_Parameter point for Building_Main in zone_1
hospital/main/z04/rat,hospital/main/z04/rat,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_4,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_4
Hospital Main Ahu3 Fan Pwr Kw,Hospital Main Ahu3 Fan Pwr Kw,Electric_Power_Sensor,Air_Handling_Unit,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
HospitalMainFloor1Z4OccupancyCount,HospitalMainFloor1Z4OccupancyCount,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_4,count,none,Standard Occupancy_Sensor point for Building_Main in zone_4
DATACENTER/WEST/MAIN/MTR/KW,DATACENTER/WEST/MAIN/MTR/KW,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
Hospital_Main_Z04_Temp_Sp,Hospital_Main_Z04_Temp_Sp,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_4,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_4
HOSPITAL-MAIN-Z1-STPT,HOSPITAL-MAIN-Z1-STPT,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_1,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_1
CampusEngVavZn4DatSp,CampusEngVavZn4DatSp,Discharge_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_4,deg_C,none,Standard Discharge_Air_Temperature_Setpoint point for Building_Main in zone_4
TowerNorthOat,TowerNorthOat,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
TOWER-NORTH-SOUTH-CZ-PARAM,TOWER-NORTH-SOUTH-CZ-PARAM,Thermal_Capacitance_Air_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_3,kJ/K,C_z,Standard Thermal_Capacitance_Air_Parameter point for Building_Main in zone_3
TOWER-NORTH-Z4-STPT,TOWER-NORTH-Z4-STPT,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_4,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_4
HqAhu3SatSp,HqAhu3SatSp,Supply_Air_Temperature_Setpoint,Air_Handling_Unit,Building_Main,setpoint,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Setpoint point for Building_Main in unassigned
DatacenterWestChlr2ElecKw,DatacenterWestChlr2ElecKw,Electric_Power_Sensor,Chiller,Chiller_2,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_2 in unassigned
Datacenter-West-South-Stpt,Datacenter-West-South-Stpt,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_3,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_3
hq ahu2 fltr dp,hq ahu2 fltr dp,Filter_Differential_Pressure_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,kPa,none,Standard Filter_Differential_Pressure_Sensor point for Building_Main in unassigned
HospitalMainZone4TempSens,HospitalMainZone4TempSens,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_4,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_4
BLDG1 CHLR2 CHW RET T,BLDG1 CHLR2 CHW RET T,Chilled_Water_Return_Temperature_Sensor,Chiller,Chiller_2,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Return_Temperature_Sensor point for Chiller_2 in unassigned
hospital_main_vav_zone_4_air_flow,hospital_main_vav_zone_4_air_flow,Air_Flow_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_4,m3/s,none,Standard Air_Flow_Sensor point for Building_Main in zone_4
HQ PERIM W RH SENS,HQ PERIM W RH SENS,Relative_Humidity_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_5,%,none,Standard Relative_Humidity_Sensor point for Building_Main in zone_5
HospitalMainChlr2ChwSupT,HospitalMainChlr2ChwSupT,Chilled_Water_Supply_Temperature_Sensor,Chiller,Chiller_2,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Sensor point for Chiller_2 in unassigned
HqChlr1ChwStpt,HqChlr1ChwStpt,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_1,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_1 in unassigned
campus.eng.zn1.temp.sens,campus.eng.zn1.temp.sens,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_1,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_1
hospital.main.chlr1.chw.ret.t,hospital.main.chlr1.chw.ret.t,Chilled_Water_Return_Temperature_Sensor,Chiller,Chiller_1,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Return_Temperature_Sensor point for Chiller_1 in unassigned
facility_a_perim_w_occupancy_count,facility_a_perim_w_occupancy_count,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_5,count,none,Standard Occupancy_Sensor point for Building_Main in zone_5
datacenter-west-outdoor-temp-sens,datacenter-west-outdoor-temp-sens,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
TOWER NORTH PERIM E CZ PARAM,TOWER NORTH PERIM E CZ PARAM,Thermal_Capacitance_Air_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_4,kJ/K,C_z,Standard Thermal_Capacitance_Air_Parameter point for Building_Main in zone_4
DATACENTER_WEST_FLOOR1_Z3_RM_PARAM,DATACENTER_WEST_FLOOR1_Z3_RM_PARAM,Mass_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_3,K/kW,R_m,Standard Mass_Thermal_Resistance_Parameter point for Building_Main in zone_3
Bldg1Zn5RoomTemp,Bldg1Zn5RoomTemp,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_5,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_5
TOWER-NORTH-FLOOR1-Z5-AREA-SQM,TOWER-NORTH-FLOOR1-Z5-AREA-SQM,Floor_Area_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_5,m2,floor_area_sqm,Standard Floor_Area_Parameter point for Building_Main in zone_5
FACILITY_A_FLOOR1_Z2_OCCUPANCY_COUNT,FACILITY_A_FLOOR1_Z2_OCCUPANCY_COUNT,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_2,count,none,Standard Occupancy_Sensor point for Building_Main in zone_2
Hq.Solar.Ghi.Sens,Hq.Solar.Ghi.Sens,Solar_Radiance_Sensor,Building,Building_Main,sensor,environment,unassigned,W/m2,none,Standard Solar_Radiance_Sensor point for Building_Main in unassigned
FacilityAZone2Rat,FacilityAZone2Rat,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_2,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_2
FACILITY_A_CHLR1_ELEC_KW,FACILITY_A_CHLR1_ELEC_KW,Electric_Power_Sensor,Chiller,Chiller_1,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_1 in unassigned
bldg1_chlr2_setpoint,bldg1_chlr2_setpoint,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_2,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_2 in unassigned
FACILITY_A_BLDG_TOTAL_PWR_KW,FACILITY_A_BLDG_TOTAL_PWR_KW,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
Tower/North/Chlr2/Chw/Ret/T,Tower/North/Chlr2/Chw/Ret/T,Chilled_Water_Return_Temperature_Sensor,Chiller,Chiller_2,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Return_Temperature_Sensor point for Chiller_2 in unassigned
CAMPUS.ENG.WEST.RM.PARAM,CAMPUS.ENG.WEST.RM.PARAM,Mass_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_5,K/kW,R_m,Standard Mass_Thermal_Resistance_Parameter point for Building_Main in zone_5
FACILITY_A_Z1_AIR_TEMP_SP,FACILITY_A_Z1_AIR_TEMP_SP,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_1,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_1
Facility A Z1 Rm Param,Facility A Z1 Rm Param,Mass_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_1,K/kW,R_m,Standard Mass_Thermal_Resistance_Parameter point for Building_Main in zone_1
CAMPUS_ENG_AHU3_SAT_SP,CAMPUS_ENG_AHU3_SAT_SP,Supply_Air_Temperature_Setpoint,Air_Handling_Unit,Building_Main,setpoint,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Setpoint point for Building_Main in unassigned
DatacenterWestChlr1ChwStpt,DatacenterWestChlr1ChwStpt,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_1,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_1 in unassigned
Tower_North_Ahu1_Fan_Pwr_Kw,Tower_North_Ahu1_Fan_Pwr_Kw,Electric_Power_Sensor,Air_Handling_Unit,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
Datacenter_West_Ahu1_Fltr_Dp,Datacenter_West_Ahu1_Fltr_Dp,Filter_Differential_Pressure_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,kPa,none,Standard Filter_Differential_Pressure_Sensor point for Building_Main in unassigned
tower north zone 3 air temp sp,tower north zone 3 air temp sp,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_3,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_3
HQ-VAV-SOUTH-AIR-FLOW,HQ-VAV-SOUTH-AIR-FLOW,Air_Flow_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_3,m3/s,none,Standard Air_Flow_Sensor point for Building_Main in zone_3
bldg1.perim.n.temp.sp,bldg1.perim.n.temp.sp,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_2,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_2
HqZ4RextParam,HqZ4RextParam,Envelope_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_4,K/kW,R_ext,Standard Envelope_Thermal_Resistance_Parameter point for Building_Main in zone_4
tower_north_zn1_rh_sens,tower_north_zn1_rh_sens,Relative_Humidity_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_1,%,none,Standard Relative_Humidity_Sensor point for Building_Main in zone_1
HospitalMainZ05Stpt,HospitalMainZ05Stpt,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_5,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_5
Datacenter_West_Bldg_Total_Pwr_Kw,Datacenter_West_Bldg_Total_Pwr_Kw,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
FACILITY_A_Z04_AIR_TEMP_SP,FACILITY_A_Z04_AIR_TEMP_SP,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_4,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_4
DatacenterWestMainMtrKw,DatacenterWestMainMtrKw,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
FACILITY A VAV Z2 DAT SP,FACILITY A VAV Z2 DAT SP,Discharge_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_2,deg_C,none,Standard Discharge_Air_Temperature_Setpoint point for Building_Main in zone_2
hq-zone-3-rm-param,hq-zone-3-rm-param,Mass_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_3,K/kW,R_m,Standard Mass_Thermal_Resistance_Parameter point for Building_Main in zone_3
HQ/Z02/AREA/SQM,HQ/Z02/AREA/SQM,Floor_Area_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_2,m2,floor_area_sqm,Standard Floor_Area_Parameter point for Building_Main in zone_2
Hospital.Main.Outdoor.Temp.Sens,Hospital.Main.Outdoor.Temp.Sens,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
campus eng floor1 z5 area sqm,campus eng floor1 z5 area sqm,Floor_Area_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_5,m2,floor_area_sqm,Standard Floor_Area_Parameter point for Building_Main in zone_5
Campus-Eng-Chlr1-Chw-Stpt,Campus-Eng-Chlr1-Chw-Stpt,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_1,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_1 in unassigned
HOSPITAL/MAIN/ZONE/3/AIR/TEMP/SP,HOSPITAL/MAIN/ZONE/3/AIR/TEMP/SP,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_3,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_3
tower north ahu1 sat,tower north ahu1 sat,Supply_Air_Temperature_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Sensor point for Building_Main in unassigned
HQ_Z4_AIR_TEMP_SP,HQ_Z4_AIR_TEMP_SP,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_4,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_4
bldg1 z5 rext param,bldg1 z5 rext param,Envelope_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_5,K/kW,R_ext,Standard Envelope_Thermal_Resistance_Parameter point for Building_Main in zone_5
datacenter west core occ,datacenter west core occ,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_1,count,none,Standard Occupancy_Sensor point for Building_Main in zone_1
TowerNorthAhu1FltrDp,TowerNorthAhu1FltrDp,Filter_Differential_Pressure_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,kPa,none,Standard Filter_Differential_Pressure_Sensor point for Building_Main in unassigned
hospital_main_chlr1_chw_stpt,hospital_main_chlr1_chw_stpt,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_1,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_1 in unassigned
DatacenterWestZone4SolarFrac,DatacenterWestZone4SolarFrac,Solar_Factor_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_4,ratio,solar_factor,Standard Solar_Factor_Parameter point for Building_Main in zone_4
datacenter_west_floor1_z1_cz_param,datacenter_west_floor1_z1_cz_param,Thermal_Capacitance_Air_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_1,kJ/K,C_z,Standard Thermal_Capacitance_Air_Parameter point for Building_Main in zone_1
DatacenterWestAhu3Sat,DatacenterWestAhu3Sat,Supply_Air_Temperature_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Sensor point for Building_Main in unassigned
Campus.Eng.Vav.East.Damper.Cmd,Campus.Eng.Vav.East.Damper.Cmd,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_4,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_4
CampusEngSolarIrrad,CampusEngSolarIrrad,Solar_Radiance_Sensor,Building,Building_Main,sensor,environment,unassigned,W/m2,none,Standard Solar_Radiance_Sensor point for Building_Main in unassigned
datacenter.west.outdoor.temp.sens,datacenter.west.outdoor.temp.sens,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
TOWER NORTH BLDG TOTAL PWR KW,TOWER NORTH BLDG TOTAL PWR KW,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
HQ-ZN2-CM-PARAM,HQ-ZN2-CM-PARAM,Thermal_Capacitance_Mass_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_2,kJ/K,C_m,Standard Thermal_Capacitance_Mass_Parameter point for Building_Main in zone_2
Bldg1VavFloor1Z3AirFlow,Bldg1VavFloor1Z3AirFlow,Air_Flow_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_3,m3/s,none,Standard Air_Flow_Sensor point for Building_Main in zone_3
CAMPUS.ENG.CHLR2.CHW.SUP.T,CAMPUS.ENG.CHLR2.CHW.SUP.T,Chilled_Water_Supply_Temperature_Sensor,Chiller,Chiller_2,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Sensor point for Chiller_2 in unassigned
HospitalMainAhu2SatSp,HospitalMainAhu2SatSp,Supply_Air_Temperature_Setpoint,Air_Handling_Unit,Building_Main,setpoint,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Setpoint point for Building_Main in unassigned
TOWER.NORTH.FLOOR1.Z1.RAT,TOWER.NORTH.FLOOR1.Z1.RAT,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_1,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_1
DATACENTER-WEST-MAIN-MTR-KW,DATACENTER-WEST-MAIN-MTR-KW,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
HospitalMainAhu3SatSp,HospitalMainAhu3SatSp,Supply_Air_Temperature_Setpoint,Air_Handling_Unit,Building_Main,setpoint,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Setpoint point for Building_Main in unassigned
tower/north/chlr2/chw/stpt,tower/north/chlr2/chw/stpt,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_2,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_2 in unassigned
datacenter west bldg total pwr kw,datacenter west bldg total pwr kw,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
Bldg1PerimWCo2Ppm,Bldg1PerimWCo2Ppm,CO2_Level_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_5,ppm,none,Standard CO2_Level_Sensor point for Building_Main in zone_5
DATACENTER/WEST/CHLR1/POWER/KW,DATACENTER/WEST/CHLR1/POWER/KW,Electric_Power_Sensor,Chiller,Chiller_1,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_1 in unassigned
hospital-main-north-area-sqm,hospital-main-north-area-sqm,Floor_Area_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_2,m2,floor_area_sqm,Standard Floor_Area_Parameter point for Building_Main in zone_2
HqAhu3SatSp,HqAhu3SatSp,Supply_Air_Temperature_Setpoint,Air_Handling_Unit,Building_Main,setpoint,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Setpoint point for Building_Main in unassigned
Datacenter_West_Vav_North_Dmpr_Pos,Datacenter_West_Vav_North_Dmpr_Pos,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_2,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_2
